_id,operator_registration_number,postal_code,ward_number,ward_name
449249,STR-2012-FZHDVD,M8W,3,Etobicoke-Lakeshore
449250,STR-2012-GQVDVG,M1R,21,Scarborough Centre
449251,STR-2012-GYBDVH,M6J,9,Davenport
449252,STR-2012-HGHDVJ,M4Y,13,Toronto Centre
449253,STR-2012-HPPDVK,M5V,10,Spadina-Fort York
449254,STR-2012-HWVDVL,M6K,4,Parkdale-High Park
449255,STR-2012-FSRRVC,M6G,11,University-Rosedale
449256,STR-2012-FZXRVD,M4S,15,Don Valley West
449257,STR-2012-GJDRVF,M4J,14,Toronto-Danforth
449258,STR-2012-GRKRVG,M2J,17,Don Valley North
449259,STR-2012-GYRRVH,M5V,10,Spadina-Fort York
449260,STR-2012-HGXRVJ,M1N,20,Scarborough Southwest
449261,STR-2012-HQDRVK,M1W,22,Scarborough-Agincourt
449262,STR-2012-HXKRVL,M2M,18,Willowdale
449263,STR-2012-JFRRVM,M4W,11,University-Rosedale
449264,STR-2012-FLBDVB,M6J,10,Spadina-Fort York
449265,STR-2012-FTHDVC,M5V,10,Spadina-Fort York
449266,STR-2012-GJVDVF,M4M,14,Toronto-Danforth
449267,STR-2012-GSBDVG,M6S,4,Parkdale-High Park
449268,STR-2012-GZHDVH,M2M,18,Willowdale
449269,STR-2012-HHPDVJ,M5J,10,Spadina-Fort York
449270,STR-2012-HQVDVK,M6N,5,York South-Weston
449271,STR-2012-HYBDVL,M2N,18,Willowdale
449272,STR-2012-JGHDVM,M1E,25,Scarborough-Rouge Park
449273,STR-2012-GCDRVD,M4Y,13,Toronto Centre
449274,STR-2012-GKKRVF,M5V,10,Spadina-Fort York
449275,STR-2012-GSRRVG,M4Y,13,Toronto Centre
449276,STR-2012-GZXRVH,M6E,9,Davenport
449277,STR-2012-HJDRVJ,M2J,17,Don Valley North
449278,STR-2012-HYRRVL,M5S,11,University-Rosedale
449279,STR-2012-JGXRVM,M6P,9,Davenport
449280,STR-2012-FFCKVB,M6J,11,University-Rosedale
449281,STR-2012-FMJKVC,M5J,10,Spadina-Fort York
449282,STR-2012-FVQKVD,M6E,8,Eglinton-Lawrence
449283,STR-2012-GCWKVF,M4M,14,Toronto-Danforth
449284,STR-2012-GTJKVH,M9B,2,Etobicoke Centre
449285,STR-2012-HBQKVJ,M4S,15,Don Valley West
449286,STR-2012-HSCKVL,M6J,11,University-Rosedale
449287,STR-2012-HZJKVM,M2P,15,Don Valley West
449288,STR-2012-FFSXVB,M5V,10,Spadina-Fort York
449289,STR-2012-FWFXVD,M5V,10,Spadina-Fort York
449290,STR-2012-GDLXVF,M6A,8,Eglinton-Lawrence
449291,STR-2012-HCFXVJ,M1B,25,Scarborough-Rouge Park
449292,STR-2012-HKLXVK,M5V,10,Spadina-Fort York
449293,STR-2012-HSSXVL,M3A,16,Don Valley East
449294,STR-2012-HZYXVM,M1M,24,Scarborough-Guildwood
449295,STR-2012-FGJKVB,M4L,19,Beaches-East York
449296,STR-2012-FPQKVC,M4L,19,Beaches-East York
449297,STR-2012-FWWKVD,M5V,10,Spadina-Fort York
449298,STR-2012-GFCKVF,M6K,10,Spadina-Fort York
449299,STR-2012-GMJKVG,M5V,10,Spadina-Fort York
449300,STR-2012-GVQKVH,M5V,10,Spadina-Fort York
449301,STR-2012-HCWKVJ,M8V,3,Etobicoke-Lakeshore
449302,STR-2012-HLCKVK,M4M,14,Toronto-Danforth
449303,STR-2012-HTJKVL,M6K,4,Parkdale-High Park
449304,STR-2012-JBQKVM,M5T,11,University-Rosedale
449305,STR-2012-FGYXVB,M3J,7,Humber River-Black Creek
449306,STR-2012-FXLXVD,M3J,7,Humber River-Black Creek
449307,STR-2012-GMYXVG,M5V,10,Spadina-Fort York
449308,STR-2012-HTYXVL,M6H,9,Davenport
449309,STR-2012-JCFXVM,M8V,3,Etobicoke-Lakeshore
449310,STR-2012-FHQKVB,M5G,11,University-Rosedale
449311,STR-2012-FYCKVD,M5J,10,Spadina-Fort York
449312,STR-2012-GGJKVF,M4T,11,University-Rosedale
449313,STR-2012-GPQKVG,M8V,3,Etobicoke-Lakeshore
449314,STR-2012-GWWKVH,M9V,1,Etobicoke North
449315,STR-2012-HMJKVK,M5R,11,University-Rosedale
449316,STR-2012-HVQKVL,M9W,1,Etobicoke North
449317,STR-2012-JCWKVM,M9A,2,Etobicoke Centre
449318,STR-2012-FJFXVB,M5V,10,Spadina-Fort York
449319,STR-2012-FYSXVD,M6H,9,Davenport
449320,STR-2012-GQFXVG,M4J,14,Toronto-Danforth
449321,STR-2012-GXLXVH,M5R,11,University-Rosedale
449322,STR-2012-HFSXVJ,M5V,10,Spadina-Fort York
449323,STR-2012-HMYXVK,M2P,15,Don Valley West
449324,STR-2012-HWFXVL,M6N,9,Davenport
449325,STR-2012-JDLXVM,M2M,18,Willowdale
449326,STR-2012-FSCKVC,M2N,18,Willowdale
449327,STR-2012-GHQKVF,M5V,10,Spadina-Fort York
449328,STR-2012-GYCKVH,M5J,10,Spadina-Fort York
449329,STR-2012-HGJKVJ,M6G,11,University-Rosedale
449330,STR-2012-HPQKVK,M6H,9,Davenport
449331,STR-2012-HWWKVL,M3H,6,York Centre
449332,STR-2012-JFCKVM,M5V,10,Spadina-Fort York
449333,STR-2012-FKLXVB,M4G,15,Don Valley West
449334,STR-2012-FZYXVD,M9V,1,Etobicoke North
449335,STR-2012-GJFXVF,M5A,13,Toronto Centre
449336,STR-2012-GRLXVG,M4C,19,Beaches-East York
449337,STR-2012-GYSXVH,M5V,10,Spadina-Fort York
449338,STR-2012-HGYXVJ,M5V,10,Spadina-Fort York
449339,STR-2012-HQFXVK,M9W,1,Etobicoke North
449340,STR-2012-HXLXVL,M5V,10,Spadina-Fort York
449341,STR-2012-FLCKVB,M5V,10,Spadina-Fort York
449342,STR-2012-FTJKVC,M8Y,3,Etobicoke-Lakeshore
449343,STR-2012-GBQKVD,M5V,10,Spadina-Fort York
449344,STR-2012-GSCKVG,M8V,3,Etobicoke-Lakeshore
449345,STR-2012-GZJKVH,M6P,4,Parkdale-High Park
449346,STR-2012-HHQKVJ,M5A,13,Toronto Centre
449347,STR-2012-HYCKVL,M6H,9,Davenport
449348,STR-2012-JGJKVM,M5R,11,University-Rosedale
449349,STR-2012-FLSXVB,M4C,19,Beaches-East York
449350,STR-2012-FTYXVC,M6H,9,Davenport
449351,STR-2012-GKLXVF,M3J,7,Humber River-Black Creek
449352,STR-2012-GZYXVH,M5V,10,Spadina-Fort York
449353,STR-2012-HJFXVJ,M6E,9,Davenport
449354,STR-2012-HRLXVK,M6R,4,Parkdale-High Park
449355,STR-2012-JGYXVM,M2J,17,Don Valley North
449356,STR-2012-FDPHHB,M5J,10,Spadina-Fort York
449357,STR-2012-FLVHHC,M4K,14,Toronto-Danforth
449358,STR-2012-FVBHHD,M2M,18,Willowdale
449359,STR-2012-GKPHHG,M5A,13,Toronto Centre
449360,STR-2012-GSVHHH,M4S,12,Toronto-St. Paul's
449361,STR-2012-HBBHHJ,M5T,11,University-Rosedale
449362,STR-2012-HJHHHK,M2J,17,Don Valley North
449363,STR-2012-HRPHHL,M5C,13,Toronto Centre
449364,STR-2012-HYVHHM,M5V,10,Spadina-Fort York
449365,STR-2012-FFDVHB,M1L,20,Scarborough Southwest
449366,STR-2012-FMKVHC,M2N,18,Willowdale
449367,STR-2012-FVRVHD,M5J,10,Spadina-Fort York
449368,STR-2012-GCXVHF,M5V,10,Spadina-Fort York
449369,STR-2012-GLDVHG,M4M,14,Toronto-Danforth
449370,STR-2012-GTKVHH,M2M,18,Willowdale
449371,STR-2012-HBRVHJ,M5M,8,Eglinton-Lawrence
449372,STR-2012-HJXVHK,M5J,10,Spadina-Fort York
449373,STR-2012-HZKVHM,M1V,23,Scarborough North
449374,STR-2012-FPBHHC,M4Y,13,Toronto Centre
449375,STR-2012-GDPHHF,M6H,9,Davenport
449376,STR-2012-GLVHHG,M4X,13,Toronto Centre
449377,STR-2012-GVBHHH,M5S,13,Toronto Centre
449378,STR-2012-HCHHHJ,M5S,11,University-Rosedale
449379,STR-2012-HKPHHK,M4V,12,Toronto-St. Paul's
449380,STR-2012-HSVHHL,M6P,4,Parkdale-High Park
449381,STR-2012-JBBHHM,M6H,9,Davenport
449382,STR-2012-FWXVHD,M6H,9,Davenport
449383,STR-2012-GMKVHG,M6J,11,University-Rosedale
449384,STR-2012-GVRVHH,M5A,13,Toronto Centre
449385,STR-2012-HCXVHJ,M5V,10,Spadina-Fort York
449386,STR-2012-HLDVHK,M5V,10,Spadina-Fort York
449387,STR-2012-HTKVHL,M5M,8,Eglinton-Lawrence
449388,STR-2012-JBRVHM,M6J,10,Spadina-Fort York
449389,STR-2012-FHBHHB,M5V,10,Spadina-Fort York
449390,STR-2012-FQHHHC,M4M,14,Toronto-Danforth
449391,STR-2012-FXPHHD,M1K,21,Scarborough Centre
449392,STR-2012-GFVHHF,M4J,14,Toronto-Danforth
449393,STR-2012-GPBHHG,M9M,7,Humber River-Black Creek
449394,STR-2012-GWHHHH,M5E,10,Spadina-Fort York
449395,STR-2012-HLVHHK,M5V,10,Spadina-Fort York
449396,STR-2012-HVBHHL,M1K,21,Scarborough Centre
449397,STR-2012-FQXVHC,M5J,10,Spadina-Fort York
449398,STR-2012-FYDVHD,M2K,17,Don Valley North
449399,STR-2012-GGKVHF,M5V,10,Spadina-Fort York
449400,STR-2012-GPRVHG,M5V,10,Spadina-Fort York
449401,STR-2012-GWXVHH,M6K,4,Parkdale-High Park
449402,STR-2012-HFDVHJ,M5V,10,Spadina-Fort York
449403,STR-2012-HVRVHL,M6P,4,Parkdale-High Park
449404,STR-2012-JCXVHM,M4C,19,Beaches-East York
449405,STR-2012-FJHHHB,M4L,19,Beaches-East York
449406,STR-2012-FRPHHC,M6H,9,Davenport
449407,STR-2012-FYVHHD,M6J,10,Spadina-Fort York
449408,STR-2012-GHBHHF,M5V,10,Spadina-Fort York
449409,STR-2012-GQHHHG,M1H,24,Scarborough-Guildwood
449410,STR-2012-GXPHHH,M1T,22,Scarborough-Agincourt
449411,STR-2012-HFVHHJ,M5M,8,Eglinton-Lawrence
449412,STR-2012-HPBHHK,M6G,11,University-Rosedale
449413,STR-2012-HWHHHL,M6S,4,Parkdale-High Park
449414,STR-2012-FJXVHB,M5A,13,Toronto Centre
449415,STR-2012-FSDVHC,M6G,11,University-Rosedale
449416,STR-2012-FZKVHD,M5J,10,Spadina-Fort York
449417,STR-2012-GHRVHF,M8V,3,Etobicoke-Lakeshore
449418,STR-2012-GQXVHG,M5J,10,Spadina-Fort York
449419,STR-2012-GYDVHH,M6H,9,Davenport
449420,STR-2012-HGKVHJ,M6K,10,Spadina-Fort York
449421,STR-2012-HPRVHK,M1V,23,Scarborough North
449422,STR-2012-HWXVHL,M4T,11,University-Rosedale
449423,STR-2012-JFDVHM,M4M,14,Toronto-Danforth
449424,STR-2012-FKPHHB,M2N,18,Willowdale
449425,STR-2012-FSVHHC,M1K,21,Scarborough Centre
449426,STR-2012-GBBHHD,M6S,4,Parkdale-High Park
449427,STR-2012-GJHHHF,M4M,14,Toronto-Danforth
449428,STR-2012-GRPHHG,M5J,10,Spadina-Fort York
449429,STR-2012-HQHHHK,M5J,10,Spadina-Fort York
449430,STR-2012-HXPHHL,M4M,14,Toronto-Danforth
449431,STR-2012-FLDVHB,M5A,13,Toronto Centre
449432,STR-2012-FTKVHC,M1V,22,Scarborough-Agincourt
449433,STR-2012-GBRVHD,M8Z,3,Etobicoke-Lakeshore
449434,STR-2012-GJXVHF,M5A,13,Toronto Centre
449435,STR-2012-GSDVHG,M5R,11,University-Rosedale
449436,STR-2012-GZKVHH,M4J,14,Toronto-Danforth
449437,STR-2012-HHRVHJ,M4R,8,Eglinton-Lawrence
449438,STR-2012-HQXVHK,M5A,13,Toronto Centre
449439,STR-2012-HYDVHL,M6H,9,Davenport
449440,STR-2012-JGKVHM,M5R,11,University-Rosedale
449441,STR-2012-FDQPHB,M5V,10,Spadina-Fort York
449442,STR-2012-FLWPHC,M5J,10,Spadina-Fort York
449443,STR-2012-FVCPHD,M4R,8,Eglinton-Lawrence
449444,STR-2012-GCJPHF,M5A,13,Toronto Centre
449445,STR-2012-GKQPHG,M2N,18,Willowdale
449446,STR-2012-HBCPHJ,M5J,10,Spadina-Fort York
449447,STR-2012-HJJPHK,M4Y,13,Toronto Centre
449448,STR-2012-HRQPHL,M2N,18,Willowdale
449449,STR-2012-HYWPHM,M2J,17,Don Valley North
449450,STR-2012-FFGBHB,M1G,24,Scarborough-Guildwood
449451,STR-2012-FMMBHC,M6G,11,University-Rosedale
449452,STR-2012-FVTBHD,M6K,4,Parkdale-High Park
449453,STR-2012-GCZBHF,M1V,23,Scarborough North
449454,STR-2012-GLGBHG,M9B,2,Etobicoke Centre
449455,STR-2012-GTMBHH,M4S,12,Toronto-St. Paul's
449456,STR-2012-HBTBHJ,M2K,17,Don Valley North
449457,STR-2012-HJZBHK,M4L,14,Toronto-Danforth
449458,STR-2012-HSGBHL,M5S,11,University-Rosedale
449459,STR-2012-HZMBHM,M2N,18,Willowdale
449460,STR-2012-FFWPHB,M5R,11,University-Rosedale
449461,STR-2012-GVCPHH,M5A,13,Toronto Centre
449462,STR-2012-HCJPHJ,M2J,17,Don Valley North
449463,STR-2012-HKQPHK,M4S,12,Toronto-St. Paul's
449464,STR-2012-HSWPHL,M2N,18,Willowdale
449465,STR-2012-JBCPHM,M3J,7,Humber River-Black Creek
449466,STR-2012-FGMBHB,M1J,21,Scarborough Centre
449467,STR-2012-FPTBHC,M4E,19,Beaches-East York
449468,STR-2012-FWZBHD,M1H,24,Scarborough-Guildwood
449469,STR-2012-GMMBHG,M6R,4,Parkdale-High Park
449470,STR-2012-GVTBHH,M5S,11,University-Rosedale
449471,STR-2012-HCZBHJ,M4L,19,Beaches-East York
449472,STR-2012-HLGBHK,M6J,11,University-Rosedale
449473,STR-2012-HTMBHL,M3H,6,York Centre
449474,STR-2012-JBTBHM,M4M,14,Toronto-Danforth
449475,STR-2012-FQJPHC,M6S,4,Parkdale-High Park
449476,STR-2012-FXQPHD,M1L,20,Scarborough Southwest
449477,STR-2012-GFWPHF,M6J,10,Spadina-Fort York
449478,STR-2012-GPCPHG,M1E,24,Scarborough-Guildwood
449479,STR-2012-GWJPHH,M5E,10,Spadina-Fort York
449480,STR-2012-HDQPHJ,M5H,10,Spadina-Fort York
449481,STR-2012-HLWPHK,M1L,20,Scarborough Southwest
449482,STR-2012-HVCPHL,M5V,10,Spadina-Fort York
449483,STR-2012-JCJPHM,M6J,9,Davenport
449484,STR-2012-FQZBHC,M6K,4,Parkdale-High Park
449485,STR-2012-FYGBHD,M5V,10,Spadina-Fort York
449486,STR-2012-GGMBHF,M5A,13,Toronto Centre
449487,STR-2012-GPTBHG,M4M,14,Toronto-Danforth
449488,STR-2012-GWZBHH,M1L,20,Scarborough Southwest
449489,STR-2012-HFGBHJ,M6J,10,Spadina-Fort York
449490,STR-2012-HMMBHK,M6J,10,Spadina-Fort York
449491,STR-2012-HVTBHL,M4E,19,Beaches-East York
449492,STR-2012-FJJPHB,M9P,2,Etobicoke Centre
449493,STR-2012-FYWPHD,M4L,19,Beaches-East York
449494,STR-2012-GHCPHF,M1E,24,Scarborough-Guildwood
449495,STR-2012-GQJPHG,M5R,11,University-Rosedale
449496,STR-2012-GXQPHH,M5G,11,University-Rosedale
449497,STR-2012-HPCPHK,M4M,14,Toronto-Danforth
449498,STR-2012-HWJPHL,M2H,17,Don Valley North
449499,STR-2012-JDQPHM,M6J,10,Spadina-Fort York
449500,STR-2012-FSGBHC,M6K,4,Parkdale-High Park
449501,STR-2012-FZMBHD,M5V,10,Spadina-Fort York
449502,STR-2012-GHTBHF,M2K,17,Don Valley North
449503,STR-2012-GQZBHG,M4L,19,Beaches-East York
449504,STR-2012-HGMBHJ,M4K,14,Toronto-Danforth
449505,STR-2012-HPTBHK,M4L,14,Toronto-Danforth
449506,STR-2012-HWZBHL,M3H,6,York Centre
449507,STR-2012-JFGBHM,M4K,14,Toronto-Danforth
449508,STR-2012-FKQPHB,M5V,10,Spadina-Fort York
449509,STR-2012-GBCPHD,M1C,25,Scarborough-Rouge Park
449510,STR-2012-GJJPHF,M5A,13,Toronto Centre
449511,STR-2012-GRQPHG,M5H,10,Spadina-Fort York
449512,STR-2012-GYWPHH,M5T,10,Spadina-Fort York
449513,STR-2012-HQJPHK,M5T,11,University-Rosedale
449514,STR-2012-HXQPHL,M9W,1,Etobicoke North
449515,STR-2012-JFWPHM,M6P,4,Parkdale-High Park
449516,STR-2012-FLGBHB,M4Y,13,Toronto Centre
449517,STR-2012-GBTBHD,M6H,9,Davenport
449518,STR-2012-GJZBHF,M1S,23,Scarborough North
449519,STR-2012-GSGBHG,M5T,10,Spadina-Fort York
449520,STR-2012-GZMBHH,M5A,13,Toronto Centre
449521,STR-2012-HHTBHJ,M4Y,13,Toronto Centre
449522,STR-2012-HQZBHK,M4M,14,Toronto-Danforth
449523,STR-2012-HYGBHL,M2N,18,Willowdale
449524,STR-2012-JGMBHM,M2J,17,Don Valley North
449525,STR-2012-FDRVHB,M5V,10,Spadina-Fort York
449526,STR-2012-FLXVHC,M4C,19,Beaches-East York
449527,STR-2012-GCKVHF,M6L,5,York South-Weston
449528,STR-2012-GKRVHG,M5T,10,Spadina-Fort York
449529,STR-2012-GSXVHH,M5V,10,Spadina-Fort York
449530,STR-2012-HBDVHJ,M4G,15,Don Valley West
449531,STR-2012-HJKVHK,M4X,13,Toronto Centre
449532,STR-2012-HYXVHM,M4L,19,Beaches-East York
449533,STR-2012-FFHHHB,M6J,9,Davenport
449534,STR-2012-GDBHHF,M1R,21,Scarborough Centre
449535,STR-2012-GTPHHH,M1V,22,Scarborough-Agincourt
449536,STR-2012-HBVHHJ,M6H,9,Davenport
449537,STR-2012-HKBHHK,M4Y,13,Toronto Centre
449538,STR-2012-HSHHHL,M5V,10,Spadina-Fort York
449539,STR-2012-FFXVHB,M9M,7,Humber River-Black Creek
449540,STR-2012-FWKVHD,M5A,13,Toronto Centre
449541,STR-2012-GDRVHF,M2N,18,Willowdale
449542,STR-2012-GLXVHG,M5R,11,University-Rosedale
449543,STR-2012-GVDVHH,M4M,14,Toronto-Danforth
449544,STR-2012-HCKVHJ,M1G,24,Scarborough-Guildwood
449545,STR-2012-HKRVHK,M4M,14,Toronto-Danforth
449546,STR-2012-HSXVHL,M5T,11,University-Rosedale
449547,STR-2012-FGPHHB,M5J,10,Spadina-Fort York
449548,STR-2012-FPVHHC,M5J,10,Spadina-Fort York
449549,STR-2012-FXBHHD,M6H,9,Davenport
449550,STR-2012-GFHHHF,M5V,10,Spadina-Fort York
449551,STR-2012-GMPHHG,M1C,25,Scarborough-Rouge Park
449552,STR-2012-GVVHHH,M5R,11,University-Rosedale
449553,STR-2012-HDBHHJ,M5V,10,Spadina-Fort York
449554,STR-2012-HTPHHL,M5J,10,Spadina-Fort York
449555,STR-2012-JBVHHM,M2K,17,Don Valley North
449556,STR-2012-FHDVHB,M2M,18,Willowdale
449557,STR-2012-FQKVHC,M5T,10,Spadina-Fort York
449558,STR-2012-FXRVHD,M5V,10,Spadina-Fort York
449559,STR-2012-GFXVHF,M5J,10,Spadina-Fort York
449560,STR-2012-GWKVHH,M6G,11,University-Rosedale
449561,STR-2012-HDRVHJ,M5S,13,Toronto Centre
449562,STR-2012-HLXVHK,M3J,7,Humber River-Black Creek
449563,STR-2012-HVDVHL,M4E,19,Beaches-East York
449564,STR-2012-JCKVHM,M3C,16,Don Valley East
449565,STR-2012-FHVHHB,M5R,11,University-Rosedale
449566,STR-2012-FRBHHC,M5V,10,Spadina-Fort York
449567,STR-2012-GGPHHF,M5J,10,Spadina-Fort York
449568,STR-2012-GPVHHG,M5V,10,Spadina-Fort York
449569,STR-2012-GXBHHH,M6M,5,York South-Weston
449570,STR-2012-HFHHHJ,M5J,10,Spadina-Fort York
449571,STR-2012-HMPHHK,M5A,13,Toronto Centre
449572,STR-2012-HVVHHL,M6J,11,University-Rosedale
449573,STR-2012-JDBHHM,M5V,10,Spadina-Fort York
449574,STR-2012-FJKVHB,M5V,10,Spadina-Fort York
449575,STR-2012-FYXVHD,M6P,4,Parkdale-High Park
449576,STR-2012-GHDVHF,M6P,9,Davenport
449577,STR-2012-GQKVHG,M5A,13,Toronto Centre
449578,STR-2012-GXRVHH,M1S,22,Scarborough-Agincourt
449579,STR-2012-HFXVHJ,M4Y,13,Toronto Centre
449580,STR-2012-HPDVHK,M5V,10,Spadina-Fort York
449581,STR-2012-HWKVHL,M5V,10,Spadina-Fort York
449582,STR-2012-FKBHHB,M4M,14,Toronto-Danforth
449583,STR-2012-FSHHHC,M5N,8,Eglinton-Lawrence
449584,STR-2012-FZPHHD,M4V,12,Toronto-St. Paul's
449585,STR-2012-GHVHHF,M5V,10,Spadina-Fort York
449586,STR-2012-GRBHHG,M4M,14,Toronto-Danforth
449587,STR-2012-GYHHHH,M8Z,3,Etobicoke-Lakeshore
449588,STR-2012-HGPHHJ,M5V,10,Spadina-Fort York
449589,STR-2012-HPVHHK,M5A,13,Toronto Centre
449590,STR-2012-HXBHHL,M6P,4,Parkdale-High Park
449591,STR-2012-JFHHHM,M6E,12,Toronto-St. Paul's
449592,STR-2012-FKRVHB,M4K,14,Toronto-Danforth
449593,STR-2012-FSXVHC,M5A,13,Toronto Centre
449594,STR-2012-GBDVHD,M5V,10,Spadina-Fort York
449595,STR-2012-GJKVHF,M5V,10,Spadina-Fort York
449596,STR-2012-GYXVHH,M6H,9,Davenport
449597,STR-2012-HHDVHJ,M8V,3,Etobicoke-Lakeshore
449598,STR-2012-HQKVHK,M4V,12,Toronto-St. Paul's
449599,STR-2012-FLHHHB,M5V,10,Spadina-Fort York
449600,STR-2012-FTPHHC,M4E,19,Beaches-East York
449601,STR-2012-GBVHHD,M4E,19,Beaches-East York
449602,STR-2012-GKBHHF,M6K,10,Spadina-Fort York
449603,STR-2012-GSHHHG,M4C,19,Beaches-East York
449604,STR-2012-GZPHHH,M5J,10,Spadina-Fort York
449605,STR-2012-HHVHHJ,M4Y,13,Toronto Centre
449606,STR-2012-HRBHHK,M6A,8,Eglinton-Lawrence
449607,STR-2012-HYHHHL,M4N,15,Don Valley West
449608,STR-2012-JGPHHM,M5B,13,Toronto Centre
449609,STR-2012-FDTBHB,M5T,11,University-Rosedale
449610,STR-2012-FLZBHC,M1N,20,Scarborough Southwest
449611,STR-2012-FVGBHD,M6C,12,Toronto-St. Paul's
449612,STR-2012-GKTBHG,M5A,13,Toronto Centre
449613,STR-2012-GSZBHH,M6H,9,Davenport
449614,STR-2012-HBGBHJ,M1L,20,Scarborough Southwest
449615,STR-2012-HJMBHK,M3B,15,Don Valley West
449616,STR-2012-HRTBHL,M1E,24,Scarborough-Guildwood
449617,STR-2012-FFJPHB,M5V,10,Spadina-Fort York
449618,STR-2012-FMQPHC,M1R,21,Scarborough Centre
449619,STR-2012-GDCPHF,M8V,3,Etobicoke-Lakeshore
449620,STR-2012-GLJPHG,M8Y,3,Etobicoke-Lakeshore
449621,STR-2012-GTQPHH,M5S,11,University-Rosedale
449622,STR-2012-HBWPHJ,M4S,15,Don Valley West
449623,STR-2012-HKCPHK,M5G,11,University-Rosedale
449624,STR-2012-HSJPHL,M5V,10,Spadina-Fort York
449625,STR-2012-HZQPHM,M5A,13,Toronto Centre
449626,STR-2012-FFZBHB,M5V,10,Spadina-Fort York
449627,STR-2012-FWMBHD,M6G,11,University-Rosedale
449628,STR-2012-GLZBHG,M5V,10,Spadina-Fort York
449629,STR-2012-HCMBHJ,M2N,18,Willowdale
449630,STR-2012-HKTBHK,M6J,11,University-Rosedale
449631,STR-2012-HSZBHL,M6N,5,York South-Weston
449632,STR-2012-JBGBHM,M2N,18,Willowdale
449633,STR-2012-FGQPHB,M2M,17,Don Valley North
449634,STR-2012-FPWPHC,M4M,14,Toronto-Danforth
449635,STR-2012-FXCPHD,M5V,10,Spadina-Fort York
449636,STR-2012-GFJPHF,M5R,11,University-Rosedale
449637,STR-2012-GVWPHH,M5V,10,Spadina-Fort York
449638,STR-2012-HDCPHJ,M1G,24,Scarborough-Guildwood
449639,STR-2012-HLJPHK,M4Y,13,Toronto Centre
449640,STR-2012-HTQPHL,M5J,10,Spadina-Fort York
449641,STR-2012-JBWPHM,M5A,13,Toronto Centre
449642,STR-2012-GPGBHG,M5V,10,Spadina-Fort York
449643,STR-2012-HLZBHK,M5J,10,Spadina-Fort York
449644,STR-2012-HVGBHL,M1E,25,Scarborough-Rouge Park
449645,STR-2012-FHWPHB,M1C,25,Scarborough-Rouge Park
449646,STR-2012-FRCPHC,M5V,10,Spadina-Fort York
449647,STR-2012-FYJPHD,M1P,21,Scarborough Centre
449648,STR-2012-GGQPHF,M6G,12,Toronto-St. Paul's
449649,STR-2012-GPWPHG,M4S,12,Toronto-St. Paul's
449650,STR-2012-GXCPHH,M5J,10,Spadina-Fort York
449651,STR-2012-HFJPHJ,M5A,13,Toronto Centre
449652,STR-2012-HMQPHK,M6R,9,Davenport
449653,STR-2012-HVWPHL,M4R,8,Eglinton-Lawrence
449654,STR-2012-JDCPHM,M5V,10,Spadina-Fort York
449655,STR-2012-FJMBHB,M5V,10,Spadina-Fort York
449656,STR-2012-FRTBHC,M4Y,13,Toronto Centre
449657,STR-2012-FYZBHD,M1N,20,Scarborough Southwest
449658,STR-2012-GHGBHF,M5R,11,University-Rosedale
449659,STR-2012-GQMBHG,M6J,9,Davenport
449660,STR-2012-GXTBHH,M4J,14,Toronto-Danforth
449661,STR-2012-HFZBHJ,M5V,10,Spadina-Fort York
449662,STR-2012-HPGBHK,M5V,10,Spadina-Fort York
449663,STR-2012-FKCPHB,M5V,10,Spadina-Fort York
449664,STR-2012-FSJPHC,M6B,8,Eglinton-Lawrence
449665,STR-2012-FZQPHD,M1C,25,Scarborough-Rouge Park
449666,STR-2012-GHWPHF,M9V,1,Etobicoke North
449667,STR-2012-GYJPHH,M5J,10,Spadina-Fort York
449668,STR-2012-HXCPHL,M4J,14,Toronto-Danforth
449669,STR-2012-JFJPHM,M1E,25,Scarborough-Rouge Park
449670,STR-2012-FSZBHC,M9B,2,Etobicoke Centre
449671,STR-2012-GBGBHD,M5J,10,Spadina-Fort York
449672,STR-2012-GJMBHF,M2N,18,Willowdale
449673,STR-2012-GYZBHH,M5J,10,Spadina-Fort York
449674,STR-2012-HHGBHJ,M6J,9,Davenport
449675,STR-2012-HQMBHK,M5V,10,Spadina-Fort York
449676,STR-2012-HXTBHL,M2R,18,Willowdale
449677,STR-2012-FLJPHB,M5J,10,Spadina-Fort York
449678,STR-2012-FTQPHC,M1C,25,Scarborough-Rouge Park
449679,STR-2012-GBWPHD,M5M,8,Eglinton-Lawrence
449680,STR-2012-GKCPHF,M1V,23,Scarborough North
449681,STR-2012-GSJPHG,M2R,18,Willowdale
449682,STR-2012-GZQPHH,M5B,13,Toronto Centre
449683,STR-2012-HHWPHJ,M9W,1,Etobicoke North
449684,STR-2012-HRCPHK,M4M,14,Toronto-Danforth
449685,STR-2012-HYJPHL,M1L,20,Scarborough Southwest
449686,STR-2012-JGQPHM,M9M,7,Humber River-Black Creek
449687,STR-2012-FDVHHB,M5J,10,Spadina-Fort York
449688,STR-2012-FMBHHC,M5B,13,Toronto Centre
449689,STR-2012-FVHHHD,M1C,25,Scarborough-Rouge Park
449690,STR-2012-GCPHHF,M5A,13,Toronto Centre
449691,STR-2012-GTBHHH,M4K,14,Toronto-Danforth
449692,STR-2012-HBHHHJ,M4N,15,Don Valley West
449693,STR-2012-HRVHHL,M4S,12,Toronto-St. Paul's
449694,STR-2012-HZBHHM,M4S,12,Toronto-St. Paul's
449695,STR-2012-FFKVHB,M2N,18,Willowdale
